模型复杂度 (参数数量),验证集RMSE (m/s)
35205,3.4767517724109798
44485,2.5213917095433827
49797,1.9301901714735206
87461,1.3354090041219957
114501,1.011576697786409
125861,0.9860724391577786
133285,0.9258538712616455
214981,0.900513150366417
252069,0.7743433262194857
