模型复杂度 (参数数量),验证集RMSE (m/s)
20869,1.1944322024809726
22405,1.1601611821233546
22789,1.0727002317520622
24453,1.0607725012319145
25349,1.0205109664649228
28805,0.9017284987561694
36069,0.7793844455859389
51493,0.756447023940865
