模型复杂度 (参数数量),验证集RMSE (m/s)
22405,1.050363677485312
23269,1.0415386439171455
24293,1.002045863211697
40901,0.9608650800506279
44485,0.9271692421931261
45189,0.9046213708931011
52165,0.8570670608090932
53701,0.8228222193218169
