模型复杂度 (参数数量),验证集RMSE (m/s)
20869,1.1053893798803858
22789,1.0423846377206125
24389,1.032523495958676
24453,0.99184799393135
28805,0.8797705914298166
36069,0.7777390744782442
51493,0.763262822095649
