n_points,method,beta,mean_RSE,mean_MAE_increment,ASR,mean_L2,mean_L0,mean_Linf,mae_clean,mae_adv,rmse_clean,rmse_adv,mape_clean,mape_adv,r2_clean,r2_adv,r_clean,r_adv,rse,n
4,SparseBIM,0.01,2.0311129093170166,0.1572006642818451,1.0,0.019263148307800293,3.9341318607330322,0.009999935515224934,0.5253666639328003,0.6825674176216125,0.6359475268574021,0.7710756015670978,9.517483413219452,12.497074902057648,0.961312472820282,0.9431248903274536,0.9861502639262081,0.9797815862923464,1.212483057175243,167
4,SparseFGSM,0.01,2.0311193466186523,0.15720169246196747,1.0,0.019263284280896187,3.9341318607330322,0.009999996982514858,0.5253666639328003,0.682568371295929,0.6359475268574021,0.7710765291743332,9.517483413219452,12.497089058160782,0.961312472820282,0.9431247711181641,0.9861502639262081,0.9797815453143632,1.212484515797529,167
